	gage_number	variable	qualifier	value	dateTime
1969	08068720	Discharge, cubic feet per second	e	0.97	2015-07-11T00:00:00.000
1970	08068720	Discharge, cubic feet per second	e	0.78	2015-07-12T00:00:00.000
1971	08068720	Discharge, cubic feet per second	e	0.48	2015-07-13T00:00:00.000
1972	08068720	Discharge, cubic feet per second	e	0.30	2015-07-14T00:00:00.000
1973	08068720	Discharge, cubic feet per second	e	0.56	2015-07-15T00:00:00.000
1974	08068720	Discharge, cubic feet per second	e	0.23	2015-07-16T00:00:00.000
1975	08068720	Discharge, cubic feet per second	e	0.30	2015-07-17T00:00:00.000
1976	08068720	Discharge, cubic feet per second	e	2.74	2015-07-18T00:00:00.000
1977	08068720	Discharge, cubic feet per second	e	1.08	2015-07-19T00:00:00.000
1978	08068720	Discharge, cubic feet per second	e	0.87	2015-07-20T00:00:00.000
1979	08068720	Discharge, cubic feet per second	e	0.73	2015-07-21T00:00:00.000
1980	08068720	Discharge, cubic feet per second	e	0.23	2015-07-22T00:00:00.000
1981	08068720	Discharge, cubic feet per second	e	0.07	2015-07-23T00:00:00.000
1982	08068720	Discharge, cubic feet per second	e	0.05	2015-07-24T00:00:00.000
1983	08068720	Discharge, cubic feet per second	e	0.05	2015-07-25T00:00:00.000
1984	08068720	Discharge, cubic feet per second	e	0.05	2015-07-26T00:00:00.000
1985	08068720	Discharge, cubic feet per second	e	0.03	2015-07-27T00:00:00.000
1986	08068720	Discharge, cubic feet per second	e	0.02	2015-07-28T00:00:00.000
1987	08068720	Discharge, cubic feet per second	e	0.00	2015-07-29T00:00:00.000
1988	08068720	Discharge, cubic feet per second	e	0.00	2015-07-30T00:00:00.000
1989	08068720	Discharge, cubic feet per second	e	75.7	2015-08-21T00:00:00.000
1990	08068720	Discharge, cubic feet per second	e	16.7	2015-08-22T00:00:00.000
1991	08068720	Discharge, cubic feet per second	e	5.97	2015-08-23T00:00:00.000
1992	08068720	Discharge, cubic feet per second	e	2.95	2015-08-24T00:00:00.000
1993	08068720	Discharge, cubic feet per second	e	1.47	2015-08-25T00:00:00.000
1994	08068720	Discharge, cubic feet per second	e	0.52	2015-08-26T00:00:00.000
1995	08068720	Discharge, cubic feet per second	e	0.30	2015-08-27T00:00:00.000
1996	08068720	Discharge, cubic feet per second	e	0.10	2015-08-28T00:00:00.000
1997	08068720	Discharge, cubic feet per second	e	0.05	2015-08-29T00:00:00.000
1998	08068720	Discharge, cubic feet per second	e	0.05	2015-08-30T00:00:00.000
1999	08068720	Discharge, cubic feet per second	e	0.05	2015-08-31T00:00:00.000
2000	08068720	Discharge, cubic feet per second	e	0.04	2015-09-01T00:00:00.000
2001	08068720	Discharge, cubic feet per second	e	0.16	2015-09-02T00:00:00.000
2002	08068720	Discharge, cubic feet per second	e	0.07	2015-09-03T00:00:00.000
2003	08068720	Discharge, cubic feet per second	e	0.05	2015-09-04T00:00:00.000
2004	08068720	Discharge, cubic feet per second	e	0.06	2015-09-05T00:00:00.000
2005	08068720	Discharge, cubic feet per second	e	0.03	2015-09-06T00:00:00.000
2006	08068720	Discharge, cubic feet per second	e	0.02	2015-09-07T00:00:00.000
2007	08068720	Discharge, cubic feet per second	e	0.02	2015-09-08T00:00:00.000
2008	08068720	Discharge, cubic feet per second	e	0.02	2015-09-09T00:00:00.000
2009	08068720	Discharge, cubic feet per second	e	0.00	2015-09-10T00:00:00.000
2010	08068720	Discharge, cubic feet per second	e	0.01	2015-09-11T00:00:00.000
2011	08068720	Discharge, cubic feet per second	e	65.5	2015-09-12T00:00:00.000
2012	08068720	Discharge, cubic feet per second	e	20.2	2015-09-13T00:00:00.000
2013	08068720	Discharge, cubic feet per second	e	8.17	2015-09-14T00:00:00.000
2014	08068720	Discharge, cubic feet per second	e	7.99	2015-09-15T00:00:00.000
2015	08068720	Discharge, cubic feet per second	e	9.33	2015-09-16T00:00:00.000
2016	08068720	Discharge, cubic feet per second	e	6.46	2015-09-17T00:00:00.000
2017	08068720	Discharge, cubic feet per second	e	4.21	2015-09-18T00:00:00.000
2018	08068720	Discharge, cubic feet per second	e	1.08	2015-09-19T00:00:00.000
2019	08068720	Discharge, cubic feet per second	e	0.56	2015-09-20T00:00:00.000
2020	08068720	Discharge, cubic feet per second	e	0.27	2015-09-24T00:00:00.000
2021	08068720	Discharge, cubic feet per second	e	0.56	2015-10-06T00:00:00.000
2022	08068720	Discharge, cubic feet per second	e	0.41	2015-10-07T00:00:00.000
2023	08068720	Discharge, cubic feet per second	e	3.37	2015-10-08T00:00:00.000
2024	08068720	Discharge, cubic feet per second	e	1.14	2015-10-09T00:00:00.000
2025	08068720	Discharge, cubic feet per second	e	0.41	2015-10-10T00:00:00.000
2026	08068720	Discharge, cubic feet per second	e	0.23	2015-10-11T00:00:00.000
2027	08068720	Discharge, cubic feet per second	e	38.3	2015-10-25T00:00:00.000
2028	08068720	Discharge, cubic feet per second	e	251	2015-10-26T00:00:00.000
2029	08068720	Discharge, cubic feet per second	e	71.8	2015-10-27T00:00:00.000
2030	08068720	Discharge, cubic feet per second	e	32.0	2015-10-28T00:00:00.000
2031	08068720	Discharge, cubic feet per second	e	15.9	2015-10-29T00:00:00.000
2032	08068720	Discharge, cubic feet per second	e	11.5	2015-10-30T00:00:00.000
2033	08068720	Discharge, cubic feet per second	e	15.0	2015-10-31T00:00:00.000
2034	08068720	Discharge, cubic feet per second	e	178	2015-11-01T00:00:00.000
2035	08068720	Discharge, cubic feet per second	e	63.0	2015-11-02T00:00:00.000
2036	08068720	Discharge, cubic feet per second	e	31.3	2015-11-03T00:00:00.000
2037	08068720	Discharge, cubic feet per second	e	18.2	2015-11-04T00:00:00.000
2038	08068720	Discharge, cubic feet per second	e	11.3	2015-11-05T00:00:00.000
2039	08068720	Discharge, cubic feet per second	e	8.55	2015-11-06T00:00:00.000
2040	08068720	Discharge, cubic feet per second	e	8.17	2015-11-07T00:00:00.000
2041	08068720	Discharge, cubic feet per second	e	8.17	2015-11-08T00:00:00.000
2042	08068720	Discharge, cubic feet per second	e	8.17	2015-11-09T00:00:00.000
2043	08068720	Discharge, cubic feet per second	e	5.80	2015-11-10T00:00:00.000
2044	08068720	Discharge, cubic feet per second	e	5.04	2015-11-11T00:00:00.000
2045	08068720	Discharge, cubic feet per second	e	4.48	2015-11-12T00:00:00.000
2046	08068720	Discharge, cubic feet per second	e	3.72	2015-11-13T00:00:00.000
2047	08068720	Discharge, cubic feet per second	e	4.89	2015-11-14T00:00:00.000
2048	08068720	Discharge, cubic feet per second	e	3.27	2015-11-15T00:00:00.000
2049	08068720	Discharge, cubic feet per second	e	2.74	2015-11-16T00:00:00.000
2050	08068720	Discharge, cubic feet per second	e	2.03	2015-11-17T00:00:00.000
2051	08068720	Discharge, cubic feet per second	e	57.8	2015-11-18T00:00:00.000
2052	08068720	Discharge, cubic feet per second	e	173	2015-11-19T00:00:00.000
2053	08068720	Discharge, cubic feet per second	e	39.6	2015-11-20T00:00:00.000
2054	08068720	Discharge, cubic feet per second	e	29.7	2015-11-21T00:00:00.000
2055	08068720	Discharge, cubic feet per second	e	29.7	2015-11-22T00:00:00.000
2056	08068720	Discharge, cubic feet per second	e	16.7	2015-11-23T00:00:00.000
2057	08068720	Discharge, cubic feet per second	e	10.6	2015-11-24T00:00:00.000
2058	08068720	Discharge, cubic feet per second	e	7.99	2015-11-25T00:00:00.000
2059	08068720	Discharge, cubic feet per second	e	6.13	2015-11-26T00:00:00.000
2060	08068720	Discharge, cubic feet per second	e	5.65	2015-11-27T00:00:00.000
2061	08068720	Discharge, cubic feet per second	e	5.34	2015-11-28T00:00:00.000
2062	08068720	Discharge, cubic feet per second	e	9.74	2015-11-29T00:00:00.000
2063	08068720	Discharge, cubic feet per second	e	19.8	2015-11-30T00:00:00.000
2064	08068720	Discharge, cubic feet per second	e	15.9	2015-12-01T00:00:00.000
2065	08068720	Discharge, cubic feet per second	e	13.4	2015-12-02T00:00:00.000
2066	08068720	Discharge, cubic feet per second	e	12.0	2015-12-03T00:00:00.000
2067	08068720	Discharge, cubic feet per second	e	10.2	2015-12-04T00:00:00.000
2068	08068720	Discharge, cubic feet per second	e	6.30	2015-12-05T00:00:00.000
2069	08068720	Discharge, cubic feet per second	e	4.48	2015-12-06T00:00:00.000
2070	08068720	Discharge, cubic feet per second	e	3.60	2015-12-07T00:00:00.000
2071	08068720	Discharge, cubic feet per second	e	3.05	2015-12-08T00:00:00.000
2072	08068720	Discharge, cubic feet per second	e	3.49	2015-12-09T00:00:00.000
2073	08068720	Discharge, cubic feet per second	e	3.37	2015-12-10T00:00:00.000
2074	08068720	Discharge, cubic feet per second	e	2.74	2015-12-11T00:00:00.000
2075	08068720	Discharge, cubic feet per second	e	2.95	2015-12-12T00:00:00.000
2076	08068720	Discharge, cubic feet per second	e	23.0	2015-12-13T00:00:00.000
2077	08068720	Discharge, cubic feet per second	e	408	2015-12-14T00:00:00.000
2078	08068720	Discharge, cubic feet per second	e	397	2015-12-15T00:00:00.000
2079	08068720	Discharge, cubic feet per second	e	151	2015-12-16T00:00:00.000
2080	08068720	Discharge, cubic feet per second	e	77.1	2015-12-17T00:00:00.000
2081	08068720	Discharge, cubic feet per second	e	47.2	2015-12-18T00:00:00.000
2082	08068720	Discharge, cubic feet per second	e	32.4	2015-12-19T00:00:00.000
2083	08068720	Discharge, cubic feet per second	e	26.4	2015-12-20T00:00:00.000
2084	08068720	Discharge, cubic feet per second	e	26.0	2015-12-21T00:00:00.000
2085	08068720	Discharge, cubic feet per second	e	23.3	2015-12-22T00:00:00.000
2086	08068720	Discharge, cubic feet per second	e	22.2	2015-12-23T00:00:00.000
2087	08068720	Discharge, cubic feet per second	e	20.9	2015-12-24T00:00:00.000
2088	08068720	Discharge, cubic feet per second	e	17.3	2015-12-25T00:00:00.000
2089	08068720	Discharge, cubic feet per second	e	16.1	2015-12-26T00:00:00.000
2090	08068720	Discharge, cubic feet per second	e	15.9	2015-12-27T00:00:00.000
2091	08068720	Discharge, cubic feet per second	e	35.3	2015-12-28T00:00:00.000
2092	08068720	Discharge, cubic feet per second	e	154	2015-12-29T00:00:00.000
2093	08068720	Discharge, cubic feet per second	e	55.6	2015-12-30T00:00:00.000
2094	08068720	Discharge, cubic feet per second	e	34.0	2015-12-31T00:00:00.000
2095	08068720	Discharge, cubic feet per second	e	22.2	2016-01-01T00:00:00.000
2096	08068720	Discharge, cubic feet per second	e	18.2	2016-01-02T00:00:00.000
2097	08068720	Discharge, cubic feet per second	e	19.8	2016-01-03T00:00:00.000
2098	08068720	Discharge, cubic feet per second	e	16.1	2016-01-04T00:00:00.000
2099	08068720	Discharge, cubic feet per second	e	13.7	2016-01-05T00:00:00.000
2100	08068720	Discharge, cubic feet per second	e	13.2	2016-01-06T00:00:00.000
2101	08068720	Discharge, cubic feet per second	e	23.7	2016-01-07T00:00:00.000
2102	08068720	Discharge, cubic feet per second	e	119	2016-01-08T00:00:00.000
2103	08068720	Discharge, cubic feet per second	e	122	2016-01-09T00:00:00.000
2104	08068720	Discharge, cubic feet per second	e	60.7	2016-01-10T00:00:00.000
2105	08068720	Discharge, cubic feet per second	e	33.2	2016-01-11T00:00:00.000
2106	08068720	Discharge, cubic feet per second	e	21.9	2016-01-12T00:00:00.000
2107	08068720	Discharge, cubic feet per second	e	17.3	2016-01-13T00:00:00.000
2108	08068720	Discharge, cubic feet per second	e	15.9	2016-01-14T00:00:00.000
2109	08068720	Discharge, cubic feet per second	e	14.0	2016-01-15T00:00:00.000
2110	08068720	Discharge, cubic feet per second	e	12.4	2016-01-16T00:00:00.000
2111	08068720	Discharge, cubic feet per second	e	10.6	2016-01-17T00:00:00.000
2112	08068720	Discharge, cubic feet per second	e	9.95	2016-01-18T00:00:00.000
2113	08068720	Discharge, cubic feet per second	e	8.74	2016-01-19T00:00:00.000
2114	08068720	Discharge, cubic feet per second	e	8.17	2016-01-20T00:00:00.000
2115	08068720	Discharge, cubic feet per second	e	7.45	2016-01-21T00:00:00.000
2116	08068720	Discharge, cubic feet per second	e	6.78	2016-01-22T00:00:00.000
2117	08068720	Discharge, cubic feet per second	e	6.62	2016-01-23T00:00:00.000
2118	08068720	Discharge, cubic feet per second	e	6.46	2016-01-24T00:00:00.000
2119	08068720	Discharge, cubic feet per second	e	5.34	2016-01-25T00:00:00.000
2120	08068720	Discharge, cubic feet per second	e	4.61	2016-01-26T00:00:00.000
2121	08068720	Discharge, cubic feet per second	e	4.09	2016-01-27T00:00:00.000
2122	08068720	Discharge, cubic feet per second	e	3.84	2016-01-28T00:00:00.000
2123	08068720	Discharge, cubic feet per second	e	3.72	2016-01-29T00:00:00.000
2124	08068720	Discharge, cubic feet per second	e	3.60	2016-01-30T00:00:00.000
2125	08068720	Discharge, cubic feet per second	e	3.84	2016-01-31T00:00:00.000
2126	08068720	Discharge, cubic feet per second	e	4.21	2016-02-01T00:00:00.000
2127	08068720	Discharge, cubic feet per second	e	3.60	2016-02-02T00:00:00.000
2128	08068720	Discharge, cubic feet per second	e	3.37	2016-02-03T00:00:00.000
2129	08068720	Discharge, cubic feet per second	e	3.16	2016-02-04T00:00:00.000
2130	08068720	Discharge, cubic feet per second	e	2.74	2016-02-05T00:00:00.000
2131	08068720	Discharge, cubic feet per second	e	2.74	2016-02-06T00:00:00.000
2132	08068720	Discharge, cubic feet per second	e	3.72	2016-02-07T00:00:00.000
2133	08068720	Discharge, cubic feet per second	e	3.16	2016-02-08T00:00:00.000
2134	08068720	Discharge, cubic feet per second	e	5.19	2016-02-09T00:00:00.000
2135	08068720	Discharge, cubic feet per second	e	3.27	2016-02-10T00:00:00.000
2136	08068720	Discharge, cubic feet per second	e	2.85	2016-02-11T00:00:00.000
2137	08068720	Discharge, cubic feet per second	e	2.63	2016-02-12T00:00:00.000
2138	08068720	Discharge, cubic feet per second	e	2.41	2016-02-13T00:00:00.000
2139	08068720	Discharge, cubic feet per second	e	2.22	2016-02-14T00:00:00.000
2140	08068720	Discharge, cubic feet per second	e	2.22	2016-02-15T00:00:00.000
2141	08068720	Discharge, cubic feet per second	e	2.12	2016-02-16T00:00:00.000
2142	08068720	Discharge, cubic feet per second	e	2.03	2016-02-17T00:00:00.000
2143	08068720	Discharge, cubic feet per second	e	2.63	2016-02-18T00:00:00.000
2144	08068720	Discharge, cubic feet per second	e	2.63	2016-02-19T00:00:00.000
2145	08068720	Discharge, cubic feet per second	e	2.63	2016-02-20T00:00:00.000
2146	08068720	Discharge, cubic feet per second	e	3.72	2016-02-21T00:00:00.000
2147	08068720	Discharge, cubic feet per second	e	3.72	2016-02-22T00:00:00.000
2148	08068720	Discharge, cubic feet per second	e	6.94	2016-02-23T00:00:00.000
2149	08068720	Discharge, cubic feet per second	e	64.9	2016-02-24T00:00:00.000
2150	08068720	Discharge, cubic feet per second	e	21.2	2016-02-25T00:00:00.000
2151	08068720	Discharge, cubic feet per second	e	14.0	2016-02-26T00:00:00.000
2152	08068720	Discharge, cubic feet per second	e	8.93	2016-02-27T00:00:00.000
2153	08068720	Discharge, cubic feet per second	e	6.78	2016-02-28T00:00:00.000
2154	08068720	Discharge, cubic feet per second	e	5.80	2016-02-29T00:00:00.000
2155	08068720	Discharge, cubic feet per second	e	4.61	2016-03-01T00:00:00.000
2156	08068720	Discharge, cubic feet per second	e	4.09	2016-03-02T00:00:00.000
2157	08068720	Discharge, cubic feet per second	e	3.49	2016-03-03T00:00:00.000
2158	08068720	Discharge, cubic feet per second	e	3.16	2016-03-04T00:00:00.000
2159	08068720	Discharge, cubic feet per second	e	2.52	2016-03-05T00:00:00.000
2160	08068720	Discharge, cubic feet per second	e	2.03	2016-03-06T00:00:00.000
2161	08068720	Discharge, cubic feet per second	e	2.12	2016-03-07T00:00:00.000
2162	08068720	Discharge, cubic feet per second	e	2.41	2016-03-08T00:00:00.000
2163	08068720	Discharge, cubic feet per second	e	2.74	2016-03-09T00:00:00.000
2164	08068720	Discharge, cubic feet per second	e	561	2016-03-10T00:00:00.000
2165	08068720	Discharge, cubic feet per second	e	1130	2016-03-11T00:00:00.000
2166	08068720	Discharge, cubic feet per second	e	1550	2016-03-12T00:00:00.000
2167	08068720	Discharge, cubic feet per second	e	1320	2016-03-13T00:00:00.000
2168	08068720	Discharge, cubic feet per second	e	969	2016-03-14T00:00:00.000
2169	08068720	Discharge, cubic feet per second	e	400	2016-03-15T00:00:00.000
2170	08068720	Discharge, cubic feet per second	e	177	2016-03-16T00:00:00.000
2171	08068720	Discharge, cubic feet per second	e	108	2016-03-17T00:00:00.000
2172	08068720	Discharge, cubic feet per second	e	82.6	2016-03-18T00:00:00.000
2173	08068720	Discharge, cubic feet per second	e	43.3	2016-03-19T00:00:00.000
2174	08068720	Discharge, cubic feet per second	e	27.2	2016-03-20T00:00:00.000
2175	08068720	Discharge, cubic feet per second	e	22.2	2016-03-21T00:00:00.000
2176	08068720	Discharge, cubic feet per second	e	17.0	2016-03-22T00:00:00.000
2177	08068720	Discharge, cubic feet per second	e	12.9	2016-03-23T00:00:00.000
2178	08068720	Discharge, cubic feet per second	e	12.4	2016-03-24T00:00:00.000
2179	08068720	Discharge, cubic feet per second	e	57.8	2016-03-25T00:00:00.000
2180	08068720	Discharge, cubic feet per second	e	26.0	2016-03-26T00:00:00.000
2181	08068720	Discharge, cubic feet per second	e	16.7	2016-03-27T00:00:00.000
2182	08068720	Discharge, cubic feet per second	e	12.4	2016-03-28T00:00:00.000
2183	08068720	Discharge, cubic feet per second	e	10.6	2016-03-29T00:00:00.000
2184	08068720	Discharge, cubic feet per second	e	9.95	2016-03-30T00:00:00.000
2185	08068720	Discharge, cubic feet per second	e	8.74	2016-03-31T00:00:00.000
2186	08068720	Discharge, cubic feet per second	e	7.28	2016-04-01T00:00:00.000
2187	08068720	Discharge, cubic feet per second	e	5.97	2016-04-02T00:00:00.000
2188	08068720	Discharge, cubic feet per second	e	5.34	2016-04-03T00:00:00.000
2189	08068720	Discharge, cubic feet per second	e	4.89	2016-04-04T00:00:00.000
2190	08068720	Discharge, cubic feet per second	e	4.75	2016-04-05T00:00:00.000
2191	08068720	Discharge, cubic feet per second	e	5.34	2016-04-06T00:00:00.000
2192	08068720	Discharge, cubic feet per second	e	4.61	2016-04-07T00:00:00.000
2193	08068720	Discharge, cubic feet per second	e	4.48	2016-04-08T00:00:00.000
2194	08068720	Discharge, cubic feet per second	e	3.96	2016-04-09T00:00:00.000
2195	08068720	Discharge, cubic feet per second	e	4.48	2016-04-10T00:00:00.000
2196	08068720	Discharge, cubic feet per second	e	5.80	2016-04-11T00:00:00.000
2197	08068720	Discharge, cubic feet per second	e	6.30	2016-04-12T00:00:00.000
2198	08068720	Discharge, cubic feet per second	e	6.13	2016-04-13T00:00:00.000
2199	08068720	Discharge, cubic feet per second	e	23.3	2016-04-14T00:00:00.000
2200	08068720	Discharge, cubic feet per second	e	11.7	2016-04-15T00:00:00.000
2201	08068720	Discharge, cubic feet per second	e	8.55	2016-04-16T00:00:00.000
2202	08068720	Discharge, cubic feet per second	e	7.45	2016-04-17T00:00:00.000
2203	08068720	Discharge, cubic feet per second	e	499	2016-04-18T00:00:00.000
2204	08068720	Discharge, cubic feet per second	e	3380	2016-04-19T00:00:00.000
2205	08068720	Discharge, cubic feet per second	e	2300	2016-04-20T00:00:00.000
2206	08068720	Discharge, cubic feet per second	e	1800	2016-04-21T00:00:00.000
2207	08068720	Discharge, cubic feet per second	e	1540	2016-04-22T00:00:00.000
2208	08068720	Discharge, cubic feet per second	e	1290	2016-04-23T00:00:00.000
2209	08068720	Discharge, cubic feet per second	e	1010	2016-04-24T00:00:00.000
2210	08068720	Discharge, cubic feet per second	e	561	2016-04-25T00:00:00.000
2211	08068720	Discharge, cubic feet per second	e	254	2016-04-26T00:00:00.000
2212	08068720	Discharge, cubic feet per second	e	219	2016-04-27T00:00:00.000
2213	08068720	Discharge, cubic feet per second	e	192	2016-04-28T00:00:00.000
2214	08068720	Discharge, cubic feet per second	e	116	2016-04-29T00:00:00.000
2215	08068720	Discharge, cubic feet per second	e	103	2016-04-30T00:00:00.000
2216	08068720	Discharge, cubic feet per second	e	107	2016-05-01T00:00:00.000
2217	08068720	Discharge, cubic feet per second	e	57.6	2016-05-02T00:00:00.000
2218	08068720	Discharge, cubic feet per second	e	43.7	2016-05-03T00:00:00.000
2219	08068720	Discharge, cubic feet per second	e	33.0	2016-05-04T00:00:00.000
2220	08068720	Discharge, cubic feet per second	e	26.8	2016-05-05T00:00:00.000
2221	08068720	Discharge, cubic feet per second	e	20.0	2016-05-06T00:00:00.000
2222	08068720	Discharge, cubic feet per second	e	20.6	2016-05-07T00:00:00.000
2223	08068720	Discharge, cubic feet per second	e	23.0	2016-05-08T00:00:00.000
2224	08068720	Discharge, cubic feet per second	e	22.7	2016-05-09T00:00:00.000
2225	08068720	Discharge, cubic feet per second	e	25.3	2016-05-10T00:00:00.000
2226	08068720	Discharge, cubic feet per second	e	23.4	2016-05-11T00:00:00.000
2227	08068720	Discharge, cubic feet per second	e	17.2	2016-05-12T00:00:00.000
2228	08068720	Discharge, cubic feet per second	e	16.9	2016-05-13T00:00:00.000
2229	08068720	Discharge, cubic feet per second	e	17.8	2016-05-14T00:00:00.000
2230	08068720	Discharge, cubic feet per second	e	44.7	2016-05-15T00:00:00.000
2231	08068720	Discharge, cubic feet per second	e	339	2016-05-16T00:00:00.000
2232	08068720	Discharge, cubic feet per second	e	264	2016-05-17T00:00:00.000
2233	08068720	Discharge, cubic feet per second	e	94.9	2016-05-18T00:00:00.000
2234	08068720	Discharge, cubic feet per second	e	67.7	2016-05-19T00:00:00.000
2235	08068720	Discharge, cubic feet per second	e	316	2016-05-20T00:00:00.000
2236	08068720	Discharge, cubic feet per second	e	433	2016-05-21T00:00:00.000
2237	08068720	Discharge, cubic feet per second	e	282	2016-05-22T00:00:00.000
2238	08068720	Discharge, cubic feet per second	e	116	2016-05-23T00:00:00.000
2239	08068720	Discharge, cubic feet per second	e	72.9	2016-05-24T00:00:00.000
2240	08068720	Discharge, cubic feet per second	e	47.4	2016-05-25T00:00:00.000
2241	08068720	Discharge, cubic feet per second	e	32.6	2016-05-26T00:00:00.000
2242	08068720	Discharge, cubic feet per second	e	94.9	2016-05-27T00:00:00.000
2243	08068720	Discharge, cubic feet per second	e	1390	2016-05-28T00:00:00.000
2244	08068720	Discharge, cubic feet per second	e	2550	2016-05-29T00:00:00.000
2245	08068720	Discharge, cubic feet per second	e	1870	2016-05-30T00:00:00.000
2246	08068720	Discharge, cubic feet per second	e	1370	2016-05-31T00:00:00.000
2247	08068720	Discharge, cubic feet per second	e	989	2016-06-01T00:00:00.000
2248	08068720	Discharge, cubic feet per second	e	635	2016-06-02T00:00:00.000
2249	08068720	Discharge, cubic feet per second	e	533	2016-06-03T00:00:00.000
2250	08068720	Discharge, cubic feet per second	e	498	2016-06-04T00:00:00.000
2251	08068720	Discharge, cubic feet per second	e	404	2016-06-05T00:00:00.000
2252	08068720	Discharge, cubic feet per second	e	228	2016-06-06T00:00:00.000
2253	08068720	Discharge, cubic feet per second	e	143	2016-06-07T00:00:00.000
2254	08068720	Discharge, cubic feet per second	e	81.7	2016-06-08T00:00:00.000
2255	08068720	Discharge, cubic feet per second	e	59.9	2016-06-09T00:00:00.000
2256	08068720	Discharge, cubic feet per second	e	54.1	2016-06-10T00:00:00.000
2257	08068720	Discharge, cubic feet per second	e	70.3	2016-06-11T00:00:00.000
2258	08068720	Discharge, cubic feet per second	e	60.5	2016-06-12T00:00:00.000
2259	08068720	Discharge, cubic feet per second	e	242	2016-06-13T00:00:00.000
2260	08068720	Discharge, cubic feet per second	e	188	2016-06-14T00:00:00.000
2261	08068720	Discharge, cubic feet per second	e	84.5	2016-06-15T00:00:00.000
2262	08068720	Discharge, cubic feet per second	e	42.2	2016-06-16T00:00:00.000
2263	08068720	Discharge, cubic feet per second	e	29.7	2016-06-17T00:00:00.000
2264	08068720	Discharge, cubic feet per second	e	17.2	2016-06-18T00:00:00.000
2265	08068720	Discharge, cubic feet per second	e	13.8	2016-06-19T00:00:00.000
2266	08068720	Discharge, cubic feet per second	e	14.1	2016-06-20T00:00:00.000
2267	08068720	Discharge, cubic feet per second	e	18.4	2016-06-21T00:00:00.000
2268	08068720	Discharge, cubic feet per second	e	11.8	2016-06-22T00:00:00.000
2269	08068720	Discharge, cubic feet per second	e	13.8	2016-06-23T00:00:00.000
2270	08068720	Discharge, cubic feet per second	e	9.18	2016-06-24T00:00:00.000
2271	08068720	Discharge, cubic feet per second	e	8.58	2016-06-25T00:00:00.000
2272	08068720	Discharge, cubic feet per second	e	11.8	2016-06-26T00:00:00.000
2273	08068720	Discharge, cubic feet per second	e	11.1	2016-06-27T00:00:00.000
2274	08068720	Discharge, cubic feet per second	e	13.3	2016-06-28T00:00:00.000
2275	08068720	Discharge, cubic feet per second	e	12.3	2016-06-29T00:00:00.000
2276	08068720	Discharge, cubic feet per second	e	11.6	2016-06-30T00:00:00.000
2277	08068720	Discharge, cubic feet per second	e	12.6	2016-07-01T00:00:00.000
2278	08068720	Discharge, cubic feet per second	e	5.34	2016-07-02T00:00:00.000
2279	08068720	Discharge, cubic feet per second	e	2.52	2016-07-03T00:00:00.000
2280	08068720	Discharge, cubic feet per second	e	1.69	2016-07-04T00:00:00.000
2281	08068720	Discharge, cubic feet per second	e	1.47	2016-07-05T00:00:00.000
2282	08068720	Discharge, cubic feet per second	e	7.83	2016-07-06T00:00:00.000
2283	08068720	Discharge, cubic feet per second	e	8.39	2016-07-07T00:00:00.000
2284	08068720	Discharge, cubic feet per second	e	3.60	2016-07-08T00:00:00.000
2285	08068720	Discharge, cubic feet per second	e	3.60	2016-07-09T00:00:00.000
2286	08068720	Discharge, cubic feet per second	e	3.84	2016-07-10T00:00:00.000
2287	08068720	Discharge, cubic feet per second	e	3.72	2016-07-11T00:00:00.000
2288	08068720	Discharge, cubic feet per second	e	5.19	2016-07-12T00:00:00.000
2289	08068720	Discharge, cubic feet per second	e	4.75	2016-07-13T00:00:00.000
2290	08068720	Discharge, cubic feet per second	e	4.75	2016-07-14T00:00:00.000
2291	08068720	Discharge, cubic feet per second	e	4.35	2016-07-15T00:00:00.000
2292	08068720	Discharge, cubic feet per second	e	3.72	2016-07-16T00:00:00.000
2293	08068720	Discharge, cubic feet per second	e	3.05	2016-07-17T00:00:00.000
2294	08068720	Discharge, cubic feet per second	e	2.95	2016-07-18T00:00:00.000
2295	08068720	Discharge, cubic feet per second	e	3.96	2016-07-19T00:00:00.000
2296	08068720	Discharge, cubic feet per second	e	3.84	2016-07-20T00:00:00.000
2297	08068720	Discharge, cubic feet per second	e	3.72	2016-07-21T00:00:00.000
2298	08068720	Discharge, cubic feet per second	e	3.96	2016-07-22T00:00:00.000
2299	08068720	Discharge, cubic feet per second	e	3.60	2016-07-23T00:00:00.000
2300	08068720	Discharge, cubic feet per second	e	2.95	2016-07-24T00:00:00.000
2301	08068720	Discharge, cubic feet per second	e	2.95	2016-07-25T00:00:00.000
2302	08068720	Discharge, cubic feet per second	e	3.84	2016-07-26T00:00:00.000
2303	08068720	Discharge, cubic feet per second	e	4.89	2016-07-27T00:00:00.000
2304	08068720	Discharge, cubic feet per second	e	6.62	2016-07-28T00:00:00.000
2305	08068720	Discharge, cubic feet per second	e	5.49	2016-07-29T00:00:00.000
2306	08068720	Discharge, cubic feet per second	e	4.48	2016-07-30T00:00:00.000
2307	08068720	Discharge, cubic feet per second	e	2.31	2016-07-31T00:00:00.000
2308	08068720	Discharge, cubic feet per second	e	1.08	2016-08-01T00:00:00.000
2309	08068720	Discharge, cubic feet per second	e	0.73	2016-08-02T00:00:00.000
2310	08068720	Discharge, cubic feet per second	e	0.56	2016-08-03T00:00:00.000
2311	08068720	Discharge, cubic feet per second	e	0.45	2016-08-04T00:00:00.000
